Tool and replicate,FP_class (called more than 30% of features significant),% of significant features,Tool,normalized depth difference,geometric mean difference,mean depth across dataset,dataset
 Mean Depth: 8500,,,,,,,
limma voom (TMM).73,TRUE,91.37155663,limma voom (TMM),0.077933768,0.001349832,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).74,TRUE,97.33067061,limma voom (TMM),0.026193396,8.67E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).75,FALSE,0,limma voom (TMM),0.031874294,0.000435867,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).76,FALSE,0,limma voom (TMM),0.032875951,0.000777472,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).77,FALSE,0,limma voom (TMM),0.081934508,0.001286536,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).78,FALSE,0,limma voom (TMM),0.079565438,0.001637739,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).79,FALSE,0,limma voom (TMM),0.034651505,0.000931389,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).80,TRUE,46.5448115,limma voom (TMM),0.034999222,5.04E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).81,FALSE,0,limma voom (TMM),0.069132938,0.001498725,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).82,TRUE,86.59847249,limma voom (TMM),0.053666539,0.001588486,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).83,FALSE,0,limma voom (TMM),0.015863812,0.000205655,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).84,FALSE,0,limma voom (TMM),0.07330801,0.000851466,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).85,FALSE,0,limma voom (TMM),0.028689889,0.000742804,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).86,TRUE,91.14136317,limma voom (TMM),0.017157758,6.34E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).87,FALSE,0,limma voom (TMM),0.046924032,0.000500129,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).88,FALSE,0,limma voom (TMM),0.021649098,2.39E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).89,FALSE,0,limma voom (TMM),0.075016145,0.000257351,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).90,FALSE,0,limma voom (TMM),0.000301491,0.001101006,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).91,FALSE,0,limma voom (TMM),0.067382837,0.000517064,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).92,FALSE,0,limma voom (TMM),0.028555471,0.001033373,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).93,FALSE,0,limma voom (TMM),0.012620454,0.000472689,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).94,FALSE,0,limma voom (TMM),0.045006069,0.000494133,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).95,FALSE,0,limma voom (TMM),0.036710354,0.001079426,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).96,TRUE,92.02402549,limma voom (TMM),0.100669717,0.000964508,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).97,FALSE,0,limma voom (TMM),0.041220153,0.000795432,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).98,FALSE,0.028964739,limma voom (TMM),0.013700574,0.001367581,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).99,FALSE,0,limma voom (TMM),0.001068866,0.000189279,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMM).100,FALSE,0,limma voom (TMM),0.000698694,0.000330619,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).1,FALSE,0,limma voom (TMMWSP),0.0718797,0.000224614,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).2,FALSE,0,limma voom (TMMWSP),0.009366106,0.000427671,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).3,FALSE,0,limma voom (TMMWSP),0.009855707,0.000326421,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).4,FALSE,0.00609784,limma voom (TMMWSP),0.027783627,0.000194461,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).5,FALSE,0,limma voom (TMMWSP),0.036953629,0.000482997,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).6,FALSE,0,limma voom (TMMWSP),0.065055733,0.00020279,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).7,FALSE,0.00152446,limma voom (TMMWSP),0.025583893,0.000825817,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).8,FALSE,0.0152446,limma voom (TMMWSP),0.015364745,0.000632954,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).9,FALSE,0,limma voom (TMMWSP),0.027016252,0.000489737,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).10,TRUE,76.00652469,limma voom (TMMWSP),0.053216379,0.000938556,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).11,FALSE,0,limma voom (TMMWSP),0.028334178,0.000148484,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).12,TRUE,83.13032608,limma voom (TMMWSP),0.106106288,0.001674786,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).13,FALSE,0.00152446,limma voom (TMMWSP),0.046008252,0.000719612,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).14,FALSE,0,limma voom (TMMWSP),0.026431202,0.000648585,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).15,FALSE,0,limma voom (TMMWSP),0.050853831,0.001295433,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).16,TRUE,91.97371831,limma voom (TMMWSP),0.05139439,0.001235501,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).17,TRUE,94.52566428,limma voom (TMMWSP),0.126529648,0.001955609,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).18,FALSE,0.025915819,limma voom (TMMWSP),0.02585667,0.00149348,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).19,FALSE,0,limma voom (TMMWSP),0.01508897,0.001106066,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).20,FALSE,0,limma voom (TMMWSP),0.046924506,0.001490242,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).21,FALSE,0,limma voom (TMMWSP),0.007360267,0.000115441,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).22,FALSE,0,limma voom (TMMWSP),0.029638589,0.000317042,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).23,FALSE,0,limma voom (TMMWSP),0.10181631,0.000343942,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).24,TRUE,71.91944754,limma voom (TMMWSP),0.033371548,0.000465926,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).25,FALSE,0.019817979,limma voom (TMMWSP),0.014206689,0.000743369,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).26,FALSE,0.00152446,limma voom (TMMWSP),0.00964288,0.000656559,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).27,FALSE,0,limma voom (TMMWSP),0.029229922,0.000697951,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).28,TRUE,93.87167096,limma voom (TMMWSP),0.040287913,0.000862788,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).29,FALSE,0.00304892,limma voom (TMMWSP),0.075051589,0.000867277,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).30,FALSE,0,limma voom (TMMWSP),0.044631374,0.000508357,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).31,FALSE,0.00609784,limma voom (TMMWSP),0.061118941,0.000332831,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).32,FALSE,0.00152446,limma voom (TMMWSP),0.013539232,0.001272271,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).33,FALSE,0,limma voom (TMMWSP),0.049571875,0.00122778,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).34,FALSE,0,limma voom (TMMWSP),0.030989488,0.000848088,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).35,FALSE,0,limma voom (TMMWSP),0.021273931,0.000180994,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).36,TRUE,92.31214842,limma voom (TMMWSP),0.078563255,0.001963703,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).37,FALSE,0,limma voom (TMMWSP),0.033859676,0.000965948,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).38,FALSE,0,limma voom (TMMWSP),0.008018204,0.000688172,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).39,FALSE,0,limma voom (TMMWSP),0.078461338,0.001038998,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).40,TRUE,90.58493529,limma voom (TMMWSP),0.094599663,0.001181158,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).41,FALSE,0,limma voom (TMMWSP),0.00198065,0.000787065,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).42,FALSE,0,limma voom (TMMWSP),0.043193072,0.000110985,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).43,FALSE,0,limma voom (TMMWSP),0.038893049,0.000646382,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).44,FALSE,0,limma voom (TMMWSP),0.000310484,8.86E-06,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).45,FALSE,0,limma voom (TMMWSP),0.057949523,0.000540675,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).46,TRUE,94.74823544,limma voom (TMMWSP),0.048326889,0.002065081,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).47,FALSE,0,limma voom (TMMWSP),0.078437357,0.001356621,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).48,FALSE,0.00152446,limma voom (TMMWSP),0.060179233,0.001388438,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).49,FALSE,0,limma voom (TMMWSP),0.054137156,0.000785057,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).50,FALSE,0.019817979,limma voom (TMMWSP),0.02404015,0.000444362,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).51,FALSE,0.0076223,limma voom (TMMWSP),0.062148628,0.000192718,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).52,FALSE,0.086894218,limma voom (TMMWSP),0.010794469,0.000354922,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).53,TRUE,89.93246642,limma voom (TMMWSP),0.011574307,0.000118642,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).54,FALSE,0.00152446,limma voom (TMMWSP),0.003570827,0.00036215,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).55,FALSE,0,limma voom (TMMWSP),0.022740736,5.49E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).56,FALSE,0.00152446,limma voom (TMMWSP),0.042803863,0.00044115,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).57,FALSE,0.00457338,limma voom (TMMWSP),0.027744133,0.000152068,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).58,FALSE,0,limma voom (TMMWSP),0.005817524,0.001199308,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).59,FALSE,0,limma voom (TMMWSP),0.041413522,0.000623941,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).60,FALSE,0,limma voom (TMMWSP),0.025734297,7.56E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).61,FALSE,0,limma voom (TMMWSP),0.045418732,0.001956071,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).62,FALSE,0.033538119,limma voom (TMMWSP),0.072444713,2.39E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).63,FALSE,0.00152446,limma voom (TMMWSP),0.001606954,0.000573592,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).64,FALSE,0,limma voom (TMMWSP),0.034175892,0.000112328,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).65,FALSE,0,limma voom (TMMWSP),0.039497083,0.000713566,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).66,FALSE,0,limma voom (TMMWSP),0.038278077,0.000473726,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).67,FALSE,0,limma voom (TMMWSP),0.059052624,0.001216738,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).68,FALSE,0,limma voom (TMMWSP),0.088826893,0.001358643,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).69,FALSE,0,limma voom (TMMWSP),0.100110173,0.000336985,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).70,TRUE,84.34074729,limma voom (TMMWSP),0.058551559,0.000212872,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).71,FALSE,0,limma voom (TMMWSP),0.033558922,0.000810103,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).72,FALSE,0.00152446,limma voom (TMMWSP),0.126550158,0.002053621,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).73,FALSE,0,limma voom (TMMWSP),0.077933768,0.001349832,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).74,FALSE,0,limma voom (TMMWSP),0.026193396,8.67E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).75,FALSE,0,limma voom (TMMWSP),0.031874294,0.000435867,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).76,FALSE,0,limma voom (TMMWSP),0.032875951,0.000777472,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).77,TRUE,97.12486852,limma voom (TMMWSP),0.081934508,0.001286536,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).78,TRUE,74.52627407,limma voom (TMMWSP),0.079565438,0.001637739,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).79,FALSE,0,limma voom (TMMWSP),0.034651505,0.000931389,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).80,FALSE,0.00152446,limma voom (TMMWSP),0.034999222,5.04E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).81,FALSE,0,limma voom (TMMWSP),0.069132938,0.001498725,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).82,FALSE,0,limma voom (TMMWSP),0.053666539,0.001588486,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).83,FALSE,0,limma voom (TMMWSP),0.015863812,0.000205655,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).84,FALSE,0,limma voom (TMMWSP),0.07330801,0.000851466,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).85,FALSE,0.00152446,limma voom (TMMWSP),0.028689889,0.000742804,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).86,FALSE,0.00304892,limma voom (TMMWSP),0.017157758,6.34E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).87,FALSE,0,limma voom (TMMWSP),0.046924032,0.000500129,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).88,FALSE,0,limma voom (TMMWSP),0.021649098,2.39E-05,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).89,FALSE,0,limma voom (TMMWSP),0.075016145,0.000257351,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).90,FALSE,0,limma voom (TMMWSP),0.000301491,0.001101006,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).91,FALSE,0,limma voom (TMMWSP),0.067382837,0.000517064,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).92,FALSE,0.00304892,limma voom (TMMWSP),0.028555471,0.001033373,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).93,FALSE,0.00152446,limma voom (TMMWSP),0.012620454,0.000472689,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).94,FALSE,0.00304892,limma voom (TMMWSP),0.045006069,0.000494133,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).95,FALSE,0,limma voom (TMMWSP),0.036710354,0.001079426,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).96,FALSE,0,limma voom (TMMWSP),0.100669717,0.000964508,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).97,FALSE,0.00152446,limma voom (TMMWSP),0.041220153,0.000795432,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).98,FALSE,0.00304892,limma voom (TMMWSP),0.013700574,0.001367581,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).99,FALSE,0,limma voom (TMMWSP),0.001068866,0.000189279,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
limma voom (TMMWSP).100,FALSE,0.00152446,limma voom (TMMWSP),0.000698694,0.000330619,8499.526539,Freshwater - Arctic
 Mean Depth: 8500,,,,,,,
Wilcoxon (CLR).110,FALSE,0,Wilcoxon (CLR),0.111659138,0.024534493,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).210,FALSE,0,Wilcoxon (CLR),0.028203581,0.001526853,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).310,FALSE,0,Wilcoxon (CLR),0.067933658,0.03156941,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).410,FALSE,0,Wilcoxon (CLR),0.021648466,0.004919245,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).510,FALSE,0,Wilcoxon (CLR),0.005275259,0.002459374,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).610,FALSE,0,Wilcoxon (CLR),0.023777181,0.020613589,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).710,FALSE,0,Wilcoxon (CLR),0.060388764,0.003052798,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).810,FALSE,0,Wilcoxon (CLR),0.08452548,0.006390228,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).910,FALSE,0,Wilcoxon (CLR),0.011168964,0.009557503,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).101,FALSE,0,Wilcoxon (CLR),0.138756509,0.04542971,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).111,FALSE,0,Wilcoxon (CLR),0.036920582,0.004634185,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).121,FALSE,0,Wilcoxon (CLR),0.004639895,0.006191724,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).131,FALSE,0,Wilcoxon (CLR),0.09679353,0.032982321,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).141,FALSE,0,Wilcoxon (CLR),0.010708803,0.011111804,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).151,FALSE,0,Wilcoxon (CLR),0.136481754,0.046571231,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).161,FALSE,0,Wilcoxon (CLR),0.057376015,0.01460004,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).171,FALSE,0,Wilcoxon (CLR),0.001993361,0.007864398,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).181,FALSE,0,Wilcoxon (CLR),0.153716064,0.027355179,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).191,FALSE,0,Wilcoxon (CLR),0.1580572,0.038517462,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).201,FALSE,0,Wilcoxon (CLR),0.010092362,0.00770755,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).211,FALSE,0,Wilcoxon (CLR),0.124248433,0.038025728,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).221,FALSE,0,Wilcoxon (CLR),0.110789353,0.021250617,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).231,FALSE,0,Wilcoxon (CLR),0.009910034,0.004251493,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).241,FALSE,0,Wilcoxon (CLR),0.006968302,0.003406295,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).251,FALSE,0,Wilcoxon (CLR),0.084448898,0.028638198,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).261,FALSE,0,Wilcoxon (CLR),0.045047189,0.007623472,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).271,FALSE,0,Wilcoxon (CLR),0.027962036,0.026931519,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).281,FALSE,0,Wilcoxon (CLR),0.029663761,0.003600172,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).291,FALSE,0,Wilcoxon (CLR),0.048016526,0.014892924,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).301,FALSE,0,Wilcoxon (CLR),0.07998621,0.009248523,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).311,FALSE,0,Wilcoxon (CLR),0.047879168,0.035325332,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).321,FALSE,0,Wilcoxon (CLR),0.059147199,0.002026506,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).331,FALSE,0,Wilcoxon (CLR),0.078005094,0.028582349,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).341,FALSE,0,Wilcoxon (CLR),0.091828829,0.0185759,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).351,FALSE,0,Wilcoxon (CLR),0.090594388,0.008958716,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).361,FALSE,0,Wilcoxon (CLR),0.078180297,0.021046663,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).371,FALSE,0,Wilcoxon (CLR),0.033881787,0.019091352,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).381,FALSE,0,Wilcoxon (CLR),0.009198088,0.008020421,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).391,FALSE,0,Wilcoxon (CLR),0.022136232,0.003050961,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).401,FALSE,0,Wilcoxon (CLR),0.006942256,0.006685889,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).411,FALSE,0,Wilcoxon (CLR),0.002807936,0.003256387,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).421,FALSE,0,Wilcoxon (CLR),0.058271848,0.000545263,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).431,FALSE,0,Wilcoxon (CLR),0.00088203,0.000204705,11820.82051,Soil - Blueberry
 Mean Depth: 11821,,,,,,,
Wilcoxon (CLR).441,FALSE,0,Wilcoxon (CLR),0.030566718,0.001198186,11820.82051,Soil - Blueberry
