Replicate number,Tool,Percent_sig,Dataset
  ASVs: 2163,,,
Ji_WTP_DS.1321,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1322,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1323,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1324,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1325,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1326,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1327,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1328,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1329,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1330,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1331,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1332,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1333,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1334,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1335,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1336,limma voom (TMMwsp),0.046232085,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1337,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1338,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1339,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1340,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1341,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1342,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1343,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1344,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1345,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1346,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1347,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1348,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1349,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1350,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1351,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1352,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1353,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1354,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1355,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1356,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1357,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1358,limma voom (TMMwsp),0.046232085,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1359,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1360,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1361,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1362,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1363,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1364,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1365,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1366,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1367,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1368,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1369,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1370,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1371,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1372,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1373,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1374,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1375,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1376,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1377,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1378,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1379,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1380,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1381,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1382,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1383,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1384,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1385,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1386,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1387,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1388,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1389,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1390,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1391,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1392,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1393,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1394,limma voom (TMMwsp),0.046232085,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1395,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1396,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1397,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1398,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1399,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Ji_WTP_DS.1400,limma voom (TMMwsp),0,Freshwater - Treat.
  ASVs: 2163,,,
Schubert.1,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.2,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.3,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.4,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.5,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.6,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.7,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.8,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.9,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.10,ALDEx2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.101,ANCOM-II,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.102,ANCOM-II,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.103,ANCOM-II,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.104,ANCOM-II,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.105,ANCOM-II,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.106,ANCOM-II,0.065811122,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.107,ANCOM-II,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.108,ANCOM-II,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.109,ANCOM-II,0.065811122,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.110,ANCOM-II,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.201,corncob,0.098716683,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.202,corncob,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.203,corncob,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.204,corncob,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.205,corncob,0.230338927,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.206,corncob,0.230338927,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.207,corncob,0.098716683,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.208,corncob,0.131622244,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.209,corncob,0.098716683,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.210,corncob,0.164527805,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.301,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.302,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.303,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.304,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.305,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.306,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.307,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.308,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.309,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.310,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.311,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.312,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.313,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.314,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.315,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.316,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.317,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.318,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.319,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.320,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.321,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.322,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.323,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.324,DESeq2,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.325,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.326,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.327,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.328,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.329,DESeq2,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.330,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.331,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.332,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.333,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.334,DESeq2,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.335,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.336,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.337,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.338,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.339,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.340,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.341,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.342,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.343,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.344,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.345,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.346,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.347,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.348,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.349,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.350,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.351,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.352,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.353,DESeq2,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.354,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.355,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.356,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.357,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.358,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.359,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.360,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.361,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.362,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.363,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.364,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.365,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.366,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.367,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.368,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.369,DESeq2,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.370,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.371,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.372,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.373,DESeq2,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.374,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.375,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.376,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.377,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.378,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.379,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.380,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.381,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.382,DESeq2,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.383,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.384,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.385,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.386,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.387,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.388,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.389,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.390,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.391,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.392,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.393,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.394,DESeq2,0.032905561,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.395,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.396,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.397,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.398,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.399,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.400,DESeq2,0,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.401,edgeR,2.731161566,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.402,edgeR,2.764067127,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.403,edgeR,3.126028299,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.404,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.405,edgeR,3.060217177,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.406,edgeR,2.731161566,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.407,edgeR,3.027311616,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.408,edgeR,3.290556104,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.409,edgeR,2.994406055,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.410,edgeR,2.994406055,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.411,edgeR,2.764067127,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.412,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.413,edgeR,3.060217177,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.414,edgeR,2.632444883,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.415,edgeR,2.632444883,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.416,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.417,edgeR,3.257650543,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.418,edgeR,2.928594933,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.419,edgeR,2.829878249,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.420,edgeR,2.829878249,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.421,edgeR,3.093122738,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.422,edgeR,3.093122738,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.423,edgeR,3.455083909,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.424,edgeR,2.829878249,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.425,edgeR,2.928594933,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.426,edgeR,3.126028299,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.427,edgeR,2.994406055,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.428,edgeR,3.389272787,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.429,edgeR,3.060217177,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.430,edgeR,2.928594933,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.431,edgeR,3.027311616,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.432,edgeR,2.994406055,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.433,edgeR,2.5337282,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.434,edgeR,3.751233959,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.435,edgeR,2.731161566,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.436,edgeR,3.15893386,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.437,edgeR,2.698256005,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.438,edgeR,3.126028299,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.439,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.440,edgeR,2.994406055,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.441,edgeR,3.290556104,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.442,edgeR,3.191839421,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.443,edgeR,2.336294834,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.444,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.445,edgeR,2.994406055,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.446,edgeR,3.126028299,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.447,edgeR,3.257650543,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.448,edgeR,3.191839421,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.449,edgeR,3.356367226,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.450,edgeR,3.323461665,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.451,edgeR,2.895689372,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.452,edgeR,3.060217177,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.453,edgeR,2.764067127,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.454,edgeR,3.257650543,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.455,edgeR,3.093122738,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.456,edgeR,2.895689372,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.457,edgeR,2.829878249,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.458,edgeR,2.895689372,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.459,edgeR,3.191839421,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.460,edgeR,3.126028299,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.461,edgeR,3.191839421,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.462,edgeR,2.829878249,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.463,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.464,edgeR,3.191839421,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.465,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.466,edgeR,2.698256005,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.467,edgeR,3.224744982,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.468,edgeR,2.928594933,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.469,edgeR,3.060217177,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.470,edgeR,3.126028299,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.471,edgeR,3.455083909,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.472,edgeR,3.126028299,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.473,edgeR,3.060217177,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.474,edgeR,2.698256005,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.475,edgeR,3.027311616,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.476,edgeR,2.731161566,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.477,edgeR,3.224744982,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.478,edgeR,2.632444883,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.479,edgeR,2.500822639,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.480,edgeR,2.86278381,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.481,edgeR,2.796972688,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.482,edgeR,3.093122738,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.483,edgeR,2.796972688,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.484,edgeR,2.731161566,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.485,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.486,edgeR,2.796972688,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.487,edgeR,2.796972688,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.488,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.489,edgeR,3.323461665,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.490,edgeR,2.796972688,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.491,edgeR,2.928594933,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.492,edgeR,3.520895031,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.493,edgeR,3.126028299,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.494,edgeR,3.323461665,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.495,edgeR,3.093122738,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.496,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.497,edgeR,3.257650543,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.498,edgeR,3.093122738,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.499,edgeR,2.994406055,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.500,edgeR,2.961500494,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.501,LEfSe,3.764544832,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.502,LEfSe,3.388090349,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.503,LEfSe,3.969883641,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.504,LEfSe,3.935660507,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.505,LEfSe,3.559206023,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.506,LEfSe,4.551676934,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.507,LEfSe,3.559206023,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.508,LEfSe,3.627652293,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.509,LEfSe,4.038329911,Human - C. diff (1)
  ASVs: 3039,,,
Schubert.510,LEfSe,3.456536619,Human - C. diff (1)
  ASVs: 3039,,,
